MovieID,Title,Studio,Runtime,Rating,ReleaseDate,ProductionBudget
193,Aimee & Jaguar,Zeitgeist Films,125.0,,2000-08-11,
194,Cecil B. DeMented,Artisan Entertainment,87.0,R,2000-08-11,10000000.0
195,An Affair of Love,Fine Line Features,80.0,R,2000-08-11,
196,The Opportunists,First Look International,90.0,R,2000-08-11,12000000.0
197,Gimme Shelter (re-release),Cinema 5 Distributing,91.0,PG,2000-08-11,
198,Sunset Strip,20th Century Fox,90.0,R,2000-08-11,20000000.0
199,Bless the Child,Paramount Pictures,107.0,R,2000-08-11,40000000.0
200,Autumn in New York,Metro-Goldwyn-Mayer,103.0,PG-13,2000-08-11,40000000.0
201,Place VendÃ´me,Empire Pictures Inc.,117.0,R,2000-08-18,
202,The Ballad of Ramblin' Jack,Lot 47 Films,112.0,PG-13,2000-08-18,1000000.0
203,The Original Kings of Comedy,Paramount Pictures,115.0,R,2000-08-18,3000000.0
204,The Cell,Warner Bros.,107.0,R,2000-08-18,35000000.0
205,Godzilla 2000,Sony Pictures,99.0,PG,2000-08-18,1000000.0
206,Steal This Movie,Trimark Video,107.0,R,2000-08-18,20000000.0
207,Went to Coney Island on a Mission from God... Be Back by Five,Anchor Bay Entertainment,94.0,R,2000-08-25,
208,The Art of War,Warner Bros.,117.0,R,2000-08-25,40000000.0
209,Bring It On,Universal Pictures,98.0,PG-13,2000-08-25,10000000.0
210,God's Army,Excel Entertainment,108.0,PG,2000-08-25,300000.0
211,The Crew,Walt Disney,88.0,PG-13,2000-08-25,23000000.0
212,Bittersweet Motel,Stranger Than Fiction Films,82.0,,2000-08-25,1000000.0
213,Solomon & Gaenor,Sony Pictures,,R,2000-08-25,
214,Chalk,Tenderloin Action Group,134.0,,2000-08-25,20000000.0
215,Smiling Fish & Goat on Fire,Stratosphere Entertainment,90.0,R,2000-08-25,
216,Waga jinsei saiaku no toki,Tidepoint Pictures,92.0,,2000-08-25,
217,Orfeu,New Yorker Films,110.0,,2000-08-25,20000000.0
218,Love & Sex,Lionsgate,82.0,R,2000-08-25,
219,Dark Days,Oscilloscope Pictures,94.0,Not Rated,2000-08-30,20000000.0
220,Wildflowers,Fries Film Group,93.0,R,2000-09-01,20000000.0
221,Highlander: Endgame,Dimension Films,87.0,R,2000-09-01,15000000.0
222,Titanic Town,Shooting Gallery,100.0,,2000-09-01,12000000.0
223,Whipped,Destination Films,82.0,NC-17,2000-09-01,3000000.0
224,Madadayo,"Criterion Collection, The",134.0,,2000-09-01,
225,Turn It Up,Warner Bros.,86.0,R,2000-09-06,12000000.0
226,Nurse Betty,USA Films,110.0,R,2000-09-08,24000000.0
227,Solas,Samuel Goldwyn Films,101.0,R,2000-09-08,12000000.0
228,Backstage,Dimension Films,86.0,R,2000-09-08,20000000.0
229,The Watcher,Universal Pictures,97.0,R,2000-09-08,33000000.0
230,Pola X,WinStar Cinema,134.0,Not Rated,2000-09-08,12000000.0
231,Ãa commence aujourd'hui,Facets Multimedia Distribution,117.0,,2000-09-08,
232,The Way of the Gun,Artisan Entertainment,119.0,R,2000-09-08,9000000.0
233,Almost Famous,Sony Pictures,122.0,Unrated,2000-09-13,60000000.0
234,Paragraph 175,New Yorker Films,81.0,,2000-09-13,20000000.0
235,A Piece of Eden,GS Entertainment,106.0,,2000-09-15,
236,Into the Arms of Strangers: Stories of the Kindertransport,Warner Bros.,122.0,PG,2000-09-15,1000000.0
237,Duets,Walt Disney,112.0,R,2000-09-15,16000000.0
238,Goya in Bordeaux,Sony Pictures,106.0,R,2000-09-15,12000000.0
239,Human Resources,Shooting Gallery,100.0,,2000-09-15,20000000.0
240,Urbania,Lionsgate,103.0,R,2000-09-15,225000.0
241,Bait,Warner Bros.,119.0,R,2000-09-15,35000000.0
242,Crime and Punishment in Suburbia,United Artists,100.0,R,2000-09-15,20000000.0
243,The Tavern,Castle Hill Productions,95.0,,2000-09-22,20000000.0
244,The Specials,Fluid Entertainment,82.0,R,2000-09-22,1000000.0
245,Woman on Top,20th Century Fox,92.0,R,2000-09-22,8000000.0
246,Under Suspicion,Lionsgate,110.0,R,2000-09-22,21000000.0
247,Chutney Popcorn,,92.0,,2000-09-22,18000000.0
248,Urban Legends: Final Cut,Sony Pictures,97.0,R,2000-09-22,15000000.0
249,Double Parked,Castle Hill Productions,98.0,,2000-09-22,
250,Left Luggage,Castle Hill Productions,100.0,Unrated,2000-09-22,12000000.0
251,The Fantasticks,United Artists,86.0,PG,2000-09-22,20000000.0
252,Dancer in the Dark,Fine Line Features,140.0,R,2000-09-22,12500000.0
253,Tigerland,20th Century Fox,100.0,R,2000-09-22,12000000.0
254,Best in Show,Warner Bros.,90.0,PG-13,2000-09-27,6000000.0
255,Beautiful,Destination Films,112.0,PG-13,2000-09-29,9000000.0
256,Girlfight,Sony Pictures,110.0,R,2000-09-29,12000000.0
257,Barenaked in America,Shooting Gallery,89.0,,2000-09-29,1000000.0
258,Remember the Titans,Walt Disney,113.0,Unrated,2000-09-29,30000000.0
259,The Great Dance: A Hunter's Story,,90.0,,2000-09-29,
260,The Broken Hearts Club: A Romantic Comedy,Sony Pictures,94.0,R,2000-09-29,1000000.0
261,Digimon: Digital Monsters,20th Century Fox,82.0,PG,2000-10-06,
262,Requiem for a Dream,Artisan Entertainment,102.0,Open,2000-10-06,4500000.0
263,Bootmen,20th Century Fox,95.0,R,2000-10-06,18000000.0
264,Two Family House,Lionsgate,108.0,TV-MA,2000-10-06,12000000.0
265,Bamboozled,Warner Bros.,135.0,TV-MA,2000-10-06,10000000.0
266,Get Carter,Warner Bros.,102.0,R,2000-10-06,40000000.0
267,CyberWorld,IMAX,44.0,,2000-10-06,
268,Taboo,New Yorker Films,100.0,Unrated,2000-10-06,21000000.0
269,Meet the Parents,Universal Pictures,108.0,PG-13,2000-10-06,55000000.0
270,Yi Yi,WinStar Cinema,173.0,Not Rated,2000-10-06,12000000.0
271,The Ladies Man,Paramount Pictures,84.0,R,2000-10-13,11000000.0
272,The Contender,DreamWorks Distribution,126.0,R,2000-10-13,9000000.0
273,Lost Souls,Warner Bros.,97.0,R,2000-10-13,28000000.0
274,Billy Elliot,Universal Pictures,110.0,R,2000-10-13,5000000.0
275,One,Shooting Gallery,102.0,,2000-10-13,21000000.0
276,Ratcatcher,First Look International,94.0,Not Rated,2000-10-13,20000000.0
277,Animal Factory,Silver Nitrate,94.0,R,2000-10-13,12000000.0
278,Cleopatra's Second Husband,Indican Pictures,92.0,R,2000-10-13,12000000.0
279,Just Looking,Sony Pictures,97.0,R,2000-10-13,3000000.0
280,Dr T and the Women,Artisan Entertainment,122.0,R,2000-10-13,20750000.0
281,Just One Time,Cowboy Booking International,111.0,R,2000-10-20,20000000.0
282,Calle 54,The Weinstein Company,105.0,G,2000-10-20,1000000.0
283,The Yards,The Weinstein Company,115.0,Unrated,2000-10-20,20000000.0
284,Bedazzled,20th Century Fox,93.0,PG-13,2000-10-20,48000000.0
285,Pay It Forward,Warner Bros.,123.0,PG-13,2000-10-20,40000000.0
286,The Legend of Drunken Master,Dimension Films,99.0,R,2000-10-20,10000000.0
287,The Wolves of Kromer,First Run Features,82.0,,2000-10-20,10000000.0
288,MVP: Most Valuable Primate,Keystone Family Pictures,93.0,PG,2000-10-20,72250000.0
289,Sound and Fury,Artistic License,80.0,,2000-10-25,20000000.0
290,VÃ©nus beautÃ© (institut),Lot 47 Films,105.0,R,2000-10-27,
291,A Time for Drunken Horses,Shooting Gallery,80.0,,2000-10-27,12000000.0
292,Loving Jezebel,Shooting Gallery,87.0,R,2000-10-27,20000000.0
293,Stardom,Lionsgate,100.0,TV-MA,2000-10-27,20000000.0
294,Lucky Numbers,Paramount Pictures,105.0,R,2000-10-27,65000000.0
295,What's Cooking?,Lionsgate,109.0,PG-13,2000-10-27,12000000.0
296,The Little Vampire,Warner Bros.,95.0,PG,2000-10-27,22000000.0
297,Book of Shadows: Blair Witch 2,Artisan Entertainment,90.0,R,2000-10-27,15000000.0
298,The Sculptress,Phaedra Cinema,101.0,R,2000-10-27,10000000.0
299,A Room for Romeo Brass,USA Films,90.0,R,2000-10-27,5250000.0
300,Once in the Life,Lionsgate,107.0,R,2000-10-27,20000000.0
301,George Washington,Cowboy Booking International,89.0,Unrated,2000-10-27,42000.0
302,Charlie's Angels,Sony Pictures,98.0,PG-13,2000-11-03,90000000.0
303,Kippur,Kino International,124.0,,2000-11-03,20000000.0
304,Boesman and Lena,Kino International,90.0,,2000-11-03,12000000.0
305,The Legend of Bagger Vance,DreamWorks Distribution,126.0,PG-13,2000-11-03,60000000.0
306,Me & Isaac Newton,First Look International,,,2000-11-03,20000000.0
307,The Weekend,Strand Releasing,97.0,,2000-11-03,18000000.0
308,Blue Moon,Castle Hill Productions,89.0,PG-13,2000-11-03,21000000.0
309,Suzhou River,Strand Releasing,83.0,,2000-11-08,20000000.0
310,Red Planet,Warner Bros.,106.0,PG-13,2000-11-10,80000000.0
311,Men of Honor,20th Century Fox,129.0,R,2000-11-10,32000000.0
312,Non-Stop,Shooting Gallery,82.0,,2000-11-10,50000000.0
313,Little Nicky,Warner Bros.,90.0,PG-13,2000-11-10,80000000.0
314,Looking for an Echo,Regent Releasing,97.0,R,2000-11-10,20000000.0
315,Rebels with a Cause,Cowboy Booking International,110.0,,2000-11-10,20000000.0
316,Restless,Arrow Releasing,100.0,,2000-11-10,8000000.0
317,You Can Count on Me,Paramount Pictures,111.0,R,2000-11-10,1200000.0
318,Bounce,The Weinstein Company,106.0,PG-13,2000-11-17,35000000.0
319,Rugrats in Paris: The Movie - Rugrats II,Paramount Pictures,78.0,G,2000-11-17,
320,One Day in September,Sony Pictures,94.0,R,2000-11-17,20000000.0
321,The 6th Day,Sony Pictures,123.0,PG-13,2000-11-17,82000000.0
322,How the Grinch Stole Christmas,Universal Pictures,104.0,PG,2000-11-17,123000000.0
323,La bÃ»che,Empire Pictures Inc.,106.0,,2000-11-17,18000000.0
324,Sasayaki,Tidepoint Pictures,100.0,R,2000-11-17,
325,Lies,Cowboy Booking International,112.0,,2000-11-17,20000000.0
326,102 Dalmatians,Walt Disney,100.0,G,2000-11-22,85000000.0
327,The Trench,Somme Productions,98.0,,2000-11-22,20000000.0
328,Unbreakable,Walt Disney,106.0,PG-13,2000-11-22,73243106.0
329,Quills,20th Century Fox,124.0,R,2000-11-22,13500000.0
330,Spring Forward,IFC Films,110.0,R,2000-12-01,20000000.0
331,Boys Life 3,Strand Releasing,79.0,,2000-12-01,12000000.0
332,A Good Baby,Curb Entertainment,87.0,,2000-12-01,
333,Strippers,Hollywood Independents,71.0,,2000-12-08,
334,Vertical Limit,Sony Pictures,124.0,PG-13,2000-12-08,75000000.0
335,Proof of Life,Warner Bros.,135.0,R,2000-12-08,65000000.0
336,"Crouching Tiger, Hidden Dragon",Sony Pictures,120.0,PG-13,2000-12-08,15000000.0
337,The Day Silence Died,First Run Features,108.0,,2000-12-08,20000000.0
338,Dungeons & Dragons,Warner Bros.,107.0,PG-13,2000-12-08,
339,Pollock,Sony Pictures,122.0,R,2000-12-15,6000000.0
340,The Emperor's New Groove,Walt Disney,78.0,G,2000-12-15,100000000.0
341,The Visit,Shoreline Entertainment,107.0,R,2000-12-15,5000000.0
342,"Dude, Where's My Car?",20th Century Fox,83.0,PG-13,2000-12-15,13000000.0
343,Chocolat,The Weinstein Company,121.0,TV-MA,2000-12-15,25000000.0
344,What Women Want,Paramount Pictures,127.0,PG-13,2000-12-15,65000000.0
345,Finding Forrester,Sony Pictures,136.0,PG-13,2000-12-20,43000000.0
346,The Gift,Paramount Pictures,111.0,R,2000-12-20,5000000.0
347,The House of Mirth,Sony Pictures,140.0,PG,2000-12-22,10000000.0
348,State and Main,Fine Line Features,105.0,R,2000-12-22,18000000.0
349,"O Brother, Where Art Thou?",Walt Disney,106.0,TV-14,2000-12-22,26000000.0
350,Miss Congeniality,Warner Bros.,109.0,PG-13,2000-12-22,45000000.0
351,Injeong sajeong bol geot eobtda,Lionsgate,112.0,R,2000-12-22,
352,Cast Away,20th Century Fox,143.0,PG-13,2000-12-22,85000000.0
353,The Family Man,Universal Pictures,125.0,PG-13,2000-12-22,60000000.0
354,Before Night Falls,Fine Line Features,133.0,R,2000-12-22,12000000.0
355,Dracula 2000,Dimension Films,99.0,R,2000-12-22,28000000.0
356,All the Pretty Horses,The Weinstein Company,116.0,PG-13,2000-12-25,45000000.0
357,Thirteen Days,Warner Bros.,145.0,PG-13,2000-12-25,80000000.0
358,Vatel,The Weinstein Company,103.0,PG-13,2000-12-25,20000000.0
359,An Everlasting Piece,DreamWorks Distribution,103.0,R,2000-12-25,4000000.0
360,MalÃ¨na,The Weinstein Company,109.0,R,2000-12-25,
361,Traffic,USA Films,147.0,R,2000-12-27,48000000.0
362,The Claim,United Artists,120.0,TV-MA,2000-12-29,13000000.0
363,Chunhyangdyun,Lot 47 Films,120.0,R,2000-12-29,
364,Shadow of the Vampire,Lionsgate,92.0,R,2000-12-29,8000000.0
365,Antitrust,Metro-Goldwyn-Mayer,109.0,PG-13,2001-01-12,30000000.0
366,Panic,Roxie Releasing,88.0,R,2001-01-12,1000000.0
367,Wadd: The Life & Times of John C. Holmes,Lionsgate,105.0,NC-17,2001-01-12,
